"Section","Sub Section","Report Title","URL","Display Order"
"Division Reports","2018 Reports to Council","2018-06-18: Detroit-Wayne Joint Building Authority Special District Review - CAYMC","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/PC Special Distict Review CAYMC building improvements CC 06152018.pdf","452"
"Division Reports","2018 Reports to Council","2018-06-18: Special District Review 1 Griswold Street - Church of Scientology","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/1 Griswold Scientology Building PCA Review.pdf","453"
"Division Reports","2018 Reports to Council","2018-06-15: Zoning Ordinance Text Amendment","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Zoning Text Amendment 2.pdf","454"
"Division Reports","2018 Reports to Council","2018-06-14: Zoning Ordinance Revision RFP and Consultant Selection","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Zoning Ord RFP Consultant Selection.pdf","455"
"Division Reports","2018 Reports to Council","2018-06-12: BZA Director Applicants Selected by City Council for Interview","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/BZA Interview Selections.pdf","456"
"Division Reports","2018 Reports to Council","2018-06-12: Industrial Facilities Exemption Certificate for Wolverine Packing","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Wolverine Packing IFEC.pdf","457"
"Division Reports","2018 Reports to Council","2018-06-11: Appointment of BZA Director - Selection of Interviewees","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/BZA Director Selection.pdf","458"
"Division Reports","2018 Reports to Council","2018-06-11: Rezoning request of Ernest Zachary for 74 and 80 Garfield Street","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/74 Garfield Council Report 06112018.pdf","459"
"Division Reports","2018 Reports to Council","2018-06-11: Special District Review the Crowne Plaza Hotel, 2 Washington Blvd.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Crowne Plaza Hotel report to Council.pdf","460"
"Division Reports","2018 Reports to Council","2018-06-07: Reso in support of efforts to construct the National Liberty Memorial","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Reso in support of the National Liberty Memorial in D.C..pdf","461"
"Division Reports","2018 Reports to Council","2018-06-05: Report on DWSD's Proposed Procurement Policy","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Report on DWSD Proposed Procurement Policy.pdf","462"
"Division Reports","2018 Reports to Council","2018-06-04: Applications for Position of Director of Board of Zoning Appeals","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Applicants for Director of BZA.pdf","463"
"Division Reports","2018 Reports to Council","2018-06-04: Free Press Building Brownfield Redevelopment Plan","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Amended and Restated Free Bldg Press Brownfield Redevelopment Plan PA 381 .pdf","464"
"Division Reports","2018 Reports to Council","2018-06-04: Inspector General","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Inspector General.pdf","465"
"Division Reports","2018 Reports to Council","2018-05-31: DDA/Olympia Development of MI PD modification extension request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Report and Reso LCA PD 3rd Mod.pdf","466"
"Division Reports","2018 Reports to Council","2018-05-23: Report on Gaming Tax Revenue through April 2018","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Gaming Tax Revenue thru April 2018.pdf","467"
"Division Reports","2018 Reports to Council","2018-05-21: Report on Citizen Land Development Cooperative","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Report on Citizen Land Development Cooperative.pdf","468"
"Division Reports","2018 Reports to Council","2018-05-21: Request to rezone 81-119 Garfield Street","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Sugar Hill Development.pdf","469"
"Division Reports","2018 Reports to Council","2018-05-21: Quicken Loans/Bedrock Subsidiary Public Subsidies","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Quicken Loans - Bedrock Public Subsidies.pdf","470"
"Division Reports","2018 Reports to Council","2018-05-18: Proposed Chapter 1-10 of Recodified Detroit City Code","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Chapter 1-10 of Recodified City Code.pdf","471"
"Division Reports","2018 Reports to Council","2018-05-11: Reso Adopting a Process to Appoint a Board of Zoning Appeals Director","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Reso BZA Director.pdf","472"
"Division Reports","2018 Reports to Council","2018-05-11: Resolution to declare May 18, 2018 ""Bike to Work Day""","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/reso bike to work day may 18_ 2018.pdf","473"
"Division Reports","2018 Reports to Council","2018-05-10: Detroit Reporting Requirements to the Financial Review Commission","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Detroit Reporting req to FRC.pdf","474"
"Division Reports","2018 Reports to Council","2018-05-10: Poverty Reduction","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Poverty Reduction.pdf","475"
"Division Reports","2018 Reports to Council","2018-05-03: Grand Circus Park Garage Lease","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Grand Circus Park Garage Lease Report.pdf","476"
"Division Reports","2018 Reports to Council","2018-05-03: Corktown Loft Solutions, LLC Neighborhood Enterprise Zone Application","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Corktown Loft Solutions LLC.pdf","477"
"Division Reports","2018 Reports to Council","2018-04-30: Proposed Ordinance to Provide Voter Registration Information","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Proposed Ordinance to Provide Voter Registration Information.pdf","478"
"Division Reports","2018 Reports to Council","2018-04-30: Senior Housing Ordinance","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Proposed Senior Housing Ordinance.pdf","479"
"Division Reports","2018 Reports to Council","2018-04-30: Reso opposing decision to terminate free bottled water to Flint residents","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Reso Opposing Gov. Snyder decision to terminate free bottled water.pdf","480"
"Division Reports","2018 Reports to Council","2018-04-30: Resolution in opposition to Senate Bill 523","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Reso in Opposition to Senate Bill 523.pdf","481"
"Division Reports","2018 Reports to Council","2018-04-30: PCA Special District Review of exterior changes to 321 W. Lafayette","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/PCA 321 W Lafayette.pdf","482"
"Division Reports","2018 Reports to Council","2018-04-30: Detroit 1 Transfer LLC rezoning request for 11 parcels","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/detroit 1 transfer report.pdf","483"
"Division Reports","2018 Reports to Council","2018-04-30: Delray Mechanical Corp. request to rezone for new industrial facility","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Delray Mechanical Corp Rezoning.pdf","484"
"Division Reports","2018 Reports to Council","2018-04-27: A Review of Public Act 57 of 2018 (Senate Bill 393)","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Senate Bill 393.pdf","485"
"Division Reports","2018 Reports to Council","2018-04-27: Reso in support of MI HB 4618 & 5025 and Opposing HB 4952","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Reso House Bills 4618 ans 5025.pdf","486"
"Division Reports","2018 Reports to Council","2018-04-23: Amended Report on the City's Ability to Levy a Local Entertainment Tax","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Amended Local Entertainment Tax.pdf","487"
"Division Reports","2018 Reports to Council","2018-04-20: Neighborhood Enterprise Zone Certificate Applications for Fort Shelby NEZ","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Fort Shelby NEZ.pdf","488"
"Division Reports","2018 Reports to Council","2018-04-19: City of Detroit's Ability to Levy a Local Entertainment Tax","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Rpt on CoD ability to levy a local entertainment tax.pdf","489"
"Division Reports","2018 Reports to Council","2018-04-19: Charter Revision Ballot Question and Process","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Charter Revision Ballot Questions and Process.pdf","490"
"Division Reports","2018 Reports to Council","2018-04-19: Gaming Tax Revenue through March 2018","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Gaming Tax Revenue thru March 2018.pdf","491"
"Division Reports","2018 Reports to Council","2018-04-19: Spirit Plaza Follow-up","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Spirit Plaza Follow-up.pdf","492"
"Division Reports","2018 Reports to Council","2018-04-18: Proposed Resolution in Support of Senate Bill No. 711","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Proposed Resolution in Support of SB 711.pdf","493"
"Division Reports","2018 Reports to Council","2018-04-18: Summary of Detroit Land Bank Authority Quarterly Report April 2018","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Summary of the Detroit Land Bank Authority Quarterly Report April 2018.pdf","494"
"Division Reports","2018 Reports to Council","2018-04-17: Request for a Report on the City's Tuition Refund Program","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Tuition Refund Program.pdf","495"
"Division Reports","2018 Reports to Council","2018-04-17: Longtime Resident Displacement Policy Report","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Longtime Resident Displacement.pdf","496"
"Division Reports","2018 Reports to Council","2018-04-16: Local Workforce Development Boards","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Local Workforce Development Boards.pdf","497"
"Division Reports","2018 Reports to Council","2018-04-16: Master Concession Agreement/Springing Interest Agreement","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Det Wayne Cty Port Authority and the Master Concession Agreement Springing Interest Agreement concerning SB 711.pdf","498"
"Division Reports","2018 Reports to Council","2018-04-10: Reso to opposing US Dept of Commerce citizenship question 2020 Census","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Reso opposing the addition of citizen question on 2020 Census.pdf","499"
"Division Reports","2018 Reports to Council","2018-04-10: Review of 2017 AFR for the City of Detroit","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/CAFR Review.pdf","500"
"Division Reports","2018 Reports to Council","2018-04-10: Benchmark Comparison of 2017 CAFR with Other Cities","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/CAFR Benchmark Comparison.pdf","501"
"Division Reports","2018 Reports to Council","2018-04-09: Rezoning request of As-Is, LLC for 21451 W. Grand River","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/21451 W Grand River.pdf","502"
"Division Reports","2018 Reports to Council","2018-04-09: Halcor Studio Live rezoning request for 7441 Second, 659 W. Bethune","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/New Center Area- Halcor Studio CC Report 4-9_2.pdf","503"
"Division Reports","2018 Reports to Council","2018-04-09: Special District Review for proposed building of signage atop 333 W. Fort","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/SDR 333 West Fort.pdf","504"
"Division Reports","2018 Reports to Council","2018-04-09: Resolution Proclaiming April as Fair Housing Month","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Fair Housing Reso .pdf","505"
"Division Reports","2018 Reports to Council","2018-04-05: Petition No. 1848 of Brenda White and Ozelle Henley - 2940 E. 8 Mile","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018/Petition 1848 Brenda White a Ozelle Henley.pdf","506"
